CODELIST_LONG_NAME,CODELIST_SHORT_NAME,CODELIST_CODE,CODE
Abnormal Involuntary Movement Scale Questionnaire Test Name,AIMS01TN,C101806,C102041
Abnormal Involuntary Movement Scale Questionnaire Test Name,AIMS01TN,C101806,C102042
Abnormal Involuntary Movement Scale Questionnaire Test Name,AIMS01TN,C101806,C102043
Abnormal Involuntary Movement Scale Questionnaire Test Name,AIMS01TN,C101806,C102044
Abnormal Involuntary Movement Scale Questionnaire Test Name,AIMS01TN,C101806,C102045
Action Taken with Study Treatment,ACN,C66767,C17998
Action Taken with Study Treatment,ACN,C66767,C48660
Action Taken with Study Treatment,ACN,C66767,C49501
Action Taken with Study Treatment,ACN,C66767,C49502
Action Taken with Study Treatment,ACN,C66767,C49503
Action Taken with Study Treatment,ACN,C66767,C49504
Action Taken with Study Treatment,ACN,C66767,C49505
Action Taken with Study Treatment,ACN,C66767,SC78728
Action Taken with Study Treatment Collected,ACNC,SN000730,S000010
Action Taken with Study Treatment Collected,ACNC,SN000730,S000011
Action Taken with Study Treatment Collected,ACNC,SN000730,S011612
Action Taken with Study Treatment Collected,ACNC,SN000730,SC48660
Action Taken with Study Treatment Collected,ACNC,SN000730,SC49501
Action Taken with Study Treatment Collected,ACNC,SN000730,SC49502
Action Taken with Study Treatment Collected,ACNC,SN000730,SC49503
Action Taken with Study Treatment Collected,ACNC,SN000730,SC49504
Action Taken with Study Treatment Collected,ACNC,SN000730,SC49505
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000012
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000029
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000030
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000031
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000032
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000033
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000034
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000035
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000036
Action Taken with Study Treatment Numeric,ACNN,SN000005,S003958
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C48660
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C49501
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C49502
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C49503
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C49504
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C49505
Action Taken with Study Treatment Subset 03,ACN_03,C66767,C48660
Action Taken with Study Treatment Subset 03,ACN_03,C66767,C49502
Acute Coronary Syndrome Presentation Category,ACSPCAT,C101865,C101888
Acute Coronary Syndrome Presentation Category,ACSPCAT,C101865,C17649
Acute Coronary Syndrome Presentation Category,ACSPCAT,C101865,C66911
Acute Coronary Syndrome Presentation Category,ACSPCAT,C101865,C66914
Acute Coronary Syndrome Presentation Category,ACSPCAT,C101865,C80383
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121096
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121097
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121098
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121099
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121100
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121101
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121102
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121103
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121104
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121105
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121106
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121107
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121108
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121109
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121110
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121111
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121112
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code,APCH1TC,C120985,C121113
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121096
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121097
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121098
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121099
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121100
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121101
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121102
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121103
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121104
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121105
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121106
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121107
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121108
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121109
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121110
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121111
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121112
Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name,APCH1TN,C120984,C121113
Administration Technique Response,ADTNQRS,C132311,C85996
Administration Technique Response,ADTNQRS,C132311,C85997
Administration Technique Response,ADTNQRS,C132311,C85998
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101896
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101897
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101898
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101899
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101900
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101901
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101902
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101903
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101904
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101905
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101906
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101907
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101908
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101909
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101910
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101911
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101912
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101913
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101914
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101915
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101916
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101917
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101918
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101919
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101920
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101921
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101922
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101923
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101924
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101925
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101926
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101927
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101928
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101929
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101930
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101931
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101932
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101933
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101934
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101935
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101936
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101937
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101938
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101939
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101940
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101941
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101942
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101943
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101944
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101945
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101946
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101947
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101948
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101949
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101950
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101951
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101952
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101953
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101954
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101955
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101956
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101957
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101958
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101959
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101960
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101961
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101962
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101963
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101964
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101965
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101966
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101967
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101968
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101969
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101970
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101971
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101972
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101973
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101974
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101975
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101976
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101977
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101978
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101979
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101980
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101981
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101982
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101983
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101984
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101985
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101986
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101987
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101988
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101989
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101990
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101991
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101992
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101993
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101994
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101995
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101996
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101997
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101998
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C101999
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102000
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102001
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102002
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102003
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102004
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102005
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102006
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102007
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102008
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102009
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102010
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102011
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102012
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102013
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102014
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102015
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102016
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102017
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102018
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102019
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102020
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102021
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102022
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102023
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102024
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102025
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102026
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102027
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102028
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102029
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102030
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102031
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102032
ADNI Auditory Verbal Learning Functional Test Test Code,AVL01TC,C101807,C102033
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101896
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101897
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101898
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101899
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101900
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101901
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101902
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101903
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101904
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101905
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101906
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101907
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101908
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101909
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101910
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101911
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101912
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101913
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101914
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101915
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101916
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101917
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101918
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101919
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101920
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101921
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101922
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101923
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101924
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101925
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101926
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101927
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101928
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101929
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101930
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101931
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101932
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101933
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101934
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101935
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101936
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101937
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101938
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101939
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101940
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101941
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101942
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101943
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101944
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101945
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101946
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101947
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101948
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101949
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101950
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101951
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101952
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101953
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101954
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101955
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101956
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101957
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101958
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101959
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101960
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101961
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101962
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101963
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101964
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101965
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101966
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101967
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101968
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101969
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101970
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101971
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101972
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101973
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101974
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101975
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101976
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101977
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101978
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101979
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101980
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101981
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101982
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101983
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101984
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101985
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101986
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101987
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101988
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101989
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101990
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101991
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101992
ADNI Auditory Verbal Learning Functional Test Test Name,AVL01TN,C101808,C101993
