CODELIST_LONG_NAME,CODELIST_SHORT_NAME,CODELIST_CODE,CODE
Antibody Test Name,ABTEST,SN000003,S007074
Antibody Test Name,ABTEST,SN000003,S007075
Antibody Test Name,ABTEST,SN000003,S007076
Antibody Test Name,ABTEST,SN000003,S007077
Antibody Test Name,ABTEST,SN000003,S007079
Antibody Test Name,ABTEST,SN000003,S007081
Antibody Test Name,ABTEST,SN000003,S007083
Antibody Test Name,ABTEST,SN000003,S007084
Antibody Test Name,ABTEST,SN000003,S007085
Antibody Test Name,ABTEST,SN000003,S007196
Antibody Test Name,ABTEST,SN000003,S007197
Antibody Test Name,ABTEST,SN000003,S007199
Antibody Test Name,ABTEST,SN000003,S009274
Antibody Test Name,ABTEST,SN000003,S010167
Antibody Test Code,ABTESTCD,SN000004,S000013
Antibody Test Code,ABTESTCD,SN000004,S000014
Antibody Test Code,ABTESTCD,SN000004,S000015
Antibody Test Code,ABTESTCD,SN000004,S000016
Antibody Test Code,ABTESTCD,SN000004,S000017
Antibody Test Code,ABTESTCD,SN000004,S000018
Antibody Test Code,ABTESTCD,SN000004,S000019
Antibody Test Code,ABTESTCD,SN000004,S000020
Antibody Test Code,ABTESTCD,SN000004,S000021
Antibody Test Code,ABTESTCD,SN000004,S000022
Antibody Test Code,ABTESTCD,SN000004,S000023
Antibody Test Code,ABTESTCD,SN000004,S000024
Antibody Test Code,ABTESTCD,SN000004,S000025
Antibody Test Code,ABTESTCD,SN000004,S000026
Antibody Test Code,ABTESTCD,SN000004,S000027
Antibody Test Code,ABTESTCD,SN000004,S000028
Antibody Test Code,ABTESTCD,SN000004,S000119
Antibody Test Code,ABTESTCD,SN000004,S000121
Antibody Test Code,ABTESTCD,SN000004,S004098
Antibody Test Code,ABTESTCD,SN000004,S004101
Antibody Test Code,ABTESTCD,SN000004,S004223
Antibody Test Code,ABTESTCD,SN000004,S004224
Antibody Test Code,ABTESTCD,SN000004,S004324
Antibody Test Code,ABTESTCD,SN000004,S004325
Antibody Test Code,ABTESTCD,SN000004,S004335
Antibody Test Code,ABTESTCD,SN000004,S005228
Antibody Test Code,ABTESTCD,SN000004,S005229
Antibody Test Code,ABTESTCD,SN000004,S005230
Antibody Test Code,ABTESTCD,SN000004,S005231
Antibody Test Code,ABTESTCD,SN000004,S005234
Antibody Test Code,ABTESTCD,SN000004,S006892
Antibody Test Code,ABTESTCD,SN000004,S006893
Antibody Test Code,ABTESTCD,SN000004,S006895
Antibody Test Code,ABTESTCD,SN000004,S006896
Antibody Test Code,ABTESTCD,SN000004,S007074
Antibody Test Code,ABTESTCD,SN000004,S007075
Antibody Test Code,ABTESTCD,SN000004,S007076
Antibody Test Code,ABTESTCD,SN000004,S007077
Antibody Test Code,ABTESTCD,SN000004,S007079
Antibody Test Code,ABTESTCD,SN000004,S007081
Antibody Test Code,ABTESTCD,SN000004,S007083
Antibody Test Code,ABTESTCD,SN000004,S007084
Antibody Test Code,ABTESTCD,SN000004,S007085
Antibody Test Code,ABTESTCD,SN000004,S007196
Antibody Test Code,ABTESTCD,SN000004,S007197
Antibody Test Code,ABTESTCD,SN000004,S007199
Antibody Test Code,ABTESTCD,SN000004,S009274
Antibody Test Code,ABTESTCD,SN000004,S010167
Action Taken with Study Treatment,ACN,C66767,C17998
Action Taken with Study Treatment,ACN,C66767,C48660
Action Taken with Study Treatment,ACN,C66767,C49501
Action Taken with Study Treatment,ACN,C66767,C49502
Action Taken with Study Treatment,ACN,C66767,C49503
Action Taken with Study Treatment,ACN,C66767,C49504
Action Taken with Study Treatment,ACN,C66767,C49505
Action Taken with Study Treatment,ACN,C66767,SC78728
Action Taken with Study Treatment Collected,ACNC,SN000730,S000010
Action Taken with Study Treatment Collected,ACNC,SN000730,S000011
Action Taken with Study Treatment Collected,ACNC,SN000730,SC48660
Action Taken with Study Treatment Collected,ACNC,SN000730,SC49501
Action Taken with Study Treatment Collected,ACNC,SN000730,SC49502
Action Taken with Study Treatment Collected,ACNC,SN000730,SC49503
Action Taken with Study Treatment Collected,ACNC,SN000730,SC49504
Action Taken with Study Treatment Collected,ACNC,SN000730,SC49505
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000012
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000029
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000030
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000031
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000032
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000033
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000034
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000035
Action Taken with Study Treatment Numeric,ACNN,SN000005,S000036
Action Taken with Study Treatment Numeric,ACNN,SN000005,S003958
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C48660
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C49501
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C49502
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C49503
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C49504
Action Taken with Study Treatment Subset 01,ACN_01,C66767,C49505
Action Taken with Study Treatment Subset 03,ACN_03,C66767,C48660
Action Taken with Study Treatment Subset 03,ACN_03,C66767,C49502
Asthma Control - 6 Item Questionnaire Results for Question Type 1,ACQ6091R,SN000187,S005288
Asthma Control - 6 Item Questionnaire Results for Question Type 1,ACQ6091R,SN000187,S030294
Asthma Control - 6 Item Questionnaire Results for Question Type 1,ACQ6091R,SN000187,S030295
Asthma Control - 6 Item Questionnaire Results for Question Type 1,ACQ6091R,SN000187,S030296
Asthma Control - 6 Item Questionnaire Results for Question Type 1,ACQ6091R,SN000187,S030297
Asthma Control - 6 Item Questionnaire Results for Question Type 1,ACQ6091R,SN000187,S030298
Asthma Control - 6 Item Questionnaire Results for Question Type 1,ACQ6091R,SN000187,S030299
Asthma Control - 6 Item Questionnaire Results for Question Type 2,ACQ6092R,SN000721,S003697
Asthma Control - 6 Item Questionnaire Results for Question Type 2,ACQ6092R,SN000721,S030300
Asthma Control - 6 Item Questionnaire Results for Question Type 2,ACQ6092R,SN000721,S030301
Asthma Control - 6 Item Questionnaire Results for Question Type 2,ACQ6092R,SN000721,S030302
Asthma Control - 6 Item Questionnaire Results for Question Type 2,ACQ6092R,SN000721,S030303
Asthma Control - 6 Item Questionnaire Results for Question Type 2,ACQ6092R,SN000721,S030304
Asthma Control - 6 Item Questionnaire Results for Question Type 2,ACQ6092R,SN000721,S030305
Asthma Control - 6 Item Questionnaire Results for Question Type 3,ACQ6093R,SN001890,S005181
Asthma Control - 6 Item Questionnaire Results for Question Type 3,ACQ6093R,SN001890,S030306
Asthma Control - 6 Item Questionnaire Results for Question Type 3,ACQ6093R,SN001890,S030307
Asthma Control - 6 Item Questionnaire Results for Question Type 3,ACQ6093R,SN001890,S030308
Asthma Control - 6 Item Questionnaire Results for Question Type 3,ACQ6093R,SN001890,S030309
Asthma Control - 6 Item Questionnaire Results for Question Type 3,ACQ6093R,SN001890,S030310
Asthma Control - 6 Item Questionnaire Results for Question Type 3,ACQ6093R,SN001890,S030311
Asthma Control - 6 Item Questionnaire Results for Question Type 4,ACQ6094R,SN000190,S000214
Asthma Control - 6 Item Questionnaire Results for Question Type 4,ACQ6094R,SN000190,S003810
Asthma Control - 6 Item Questionnaire Results for Question Type 4,ACQ6094R,SN000190,S030312
Asthma Control - 6 Item Questionnaire Results for Question Type 4,ACQ6094R,SN000190,S030313
Asthma Control - 6 Item Questionnaire Results for Question Type 4,ACQ6094R,SN000190,S030314
Asthma Control - 6 Item Questionnaire Results for Question Type 4,ACQ6094R,SN000190,S030315
Asthma Control - 6 Item Questionnaire Results for Question Type 4,ACQ6094R,SN000190,S030348
Asthma Control - 6 Item Questionnaire Results for Question Type 6,ACQ6096R,SN000192,S005210
Asthma Control - 6 Item Questionnaire Results for Question Type 6,ACQ6096R,SN000192,S030321
Asthma Control - 6 Item Questionnaire Results for Question Type 6,ACQ6096R,SN000192,S030322
Asthma Control - 6 Item Questionnaire Results for Question Type 6,ACQ6096R,SN000192,S030323
Asthma Control - 6 Item Questionnaire Results for Question Type 6,ACQ6096R,SN000192,S030324
Asthma Control - 6 Item Questionnaire Results for Question Type 6,ACQ6096R,SN000192,S030325
Asthma Control - 6 Item Questionnaire Results for Question Type 6,ACQ6096R,SN000192,S030348
Asthma Control Questionnaire - 6 Item Questionnaire Test Code,ACQ609TC,SN000186,S004800
Asthma Control Questionnaire - 6 Item Questionnaire Test Code,ACQ609TC,SN000186,S030412
Asthma Control Questionnaire - 6 Item Questionnaire Test Code,ACQ609TC,SN000186,S030413
Asthma Control Questionnaire - 6 Item Questionnaire Test Code,ACQ609TC,SN000186,S030414
Asthma Control Questionnaire - 6 Item Questionnaire Test Code,ACQ609TC,SN000186,S030415
Asthma Control Questionnaire - 6 Item Questionnaire Test Code,ACQ609TC,SN000186,S030416
Asthma Control Questionnaire - 6 Item Questionnaire Test Name,ACQ609TN,SN000707,S004800
Asthma Control Questionnaire - 6 Item Questionnaire Test Name,ACQ609TN,SN000707,S030412
Asthma Control Questionnaire - 6 Item Questionnaire Test Name,ACQ609TN,SN000707,S030413
Asthma Control Questionnaire - 6 Item Questionnaire Test Name,ACQ609TN,SN000707,S030414
Asthma Control Questionnaire - 6 Item Questionnaire Test Name,ACQ609TN,SN000707,S030415
Asthma Control Questionnaire - 6 Item Questionnaire Test Name,ACQ609TN,SN000707,S030416
Acute Coronary Syndrome Presentation Category,ACSPCAT,C101865,C101888
Acute Coronary Syndrome Presentation Category,ACSPCAT,C101865,C17649
Acute Coronary Syndrome Presentation Category,ACSPCAT,C101865,C66911
Acute Coronary Syndrome Presentation Category,ACSPCAT,C101865,C66914
Acute Coronary Syndrome Presentation Category,ACSPCAT,C101865,C80383
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100177
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100178
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100179
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100180
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100181
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100182
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100183
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100184
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100185
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100186
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100187
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100188
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100189
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100190
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100191
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100192
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100193
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100194
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100195
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100196
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100197
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100198
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100199
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100200
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100201
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100202
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100203
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100204
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100205
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100206
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100207
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100208
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100209
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100210
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100211
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100212
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100213
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100214
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100215
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100216
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100217
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100218
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100219
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100220
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100221
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100222
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100223
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100224
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100225
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100226
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100227
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100228
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100229
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100230
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100231
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100232
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100233
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100234
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100235
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100236
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100237
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100238
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100239
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100240
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100241
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100242
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100243
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100244
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100245
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100246
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100247
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100248
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100249
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100250
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100251
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100252
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100253
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100254
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100255
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100256
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100257
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100258
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100259
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100260
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100261
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100262
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100263
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100264
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100265
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100266
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100267
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100268
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100269
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100270
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100271
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100272
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100273
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100274
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100275
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100276
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100277
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100278
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100279
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100280
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100281
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100282
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100283
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100284
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100285
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Name,ADAS-Cog CDISC Version TEST,C100131,C100286
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Code,ADAS-Cog CDISC Version TESTCD,C100132,C100177
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Code,ADAS-Cog CDISC Version TESTCD,C100132,C100178
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Code,ADAS-Cog CDISC Version TESTCD,C100132,C100179
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Code,ADAS-Cog CDISC Version TESTCD,C100132,C100180
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Code,ADAS-Cog CDISC Version TESTCD,C100132,C100181
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Code,ADAS-Cog CDISC Version TESTCD,C100132,C100182
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Code,ADAS-Cog CDISC Version TESTCD,C100132,C100183
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Code,ADAS-Cog CDISC Version TESTCD,C100132,C100184
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Code,ADAS-Cog CDISC Version TESTCD,C100132,C100185
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Code,ADAS-Cog CDISC Version TESTCD,C100132,C100186
QS-Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Test Code,ADAS-Cog CDISC Version TESTCD,C100132,C100187
